site,attraction_location,total_reviews,date_dataAccess,page_nbr,title,full_review,date,userName,device,userLocation
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",76,Amazing!,This church is easily the best of all 11 churches in Lalibela. However the other ones are also very interesting to visit. Lalibela is full of culture and history. If in Ethiopia you should visit Lalibela.,"August 1, 2013",SKY0977,NA,"Kuala Lumpur, Malaysia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",76,Rock hewn churches,"Beautiful churches our guide from the Lal Hotel was very bright, knowledgeable and enthusiastic. My family and I had a great time visiting these beautiful majestic churches!","July 30, 2013",Tiffany E,NA,"Ramstein-Miesenbach, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",76,Unique experience,11 unique churches carved out of stone from hundreds of years ago. I wish I had remembered to wear socks because you had to remove your shoes at each one. Great opportunities for photos. The admission price has increased drastically from a few months ago...More,"July 30, 2013",Saver12,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,Breathtaking old churches,"A guide is always good on your way, for explanation and for knowing how to behave. A shoe carrier will bring your shoes to the next place out side the church.","July 29, 2013",Martina T,NA,"Addis Abeba, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,St. Georgis and other Churches in Lalibela,"Very impressive, carved out of one piece of a monolith, amazing, these old churches of Lalibela!
From inside they are like another world from very ancient times, but still used by priest and big ceremonies.","July 29, 2013",Martina T,NA,"Addis Abeba, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,Lives up to high expectations,"This place really does live up to ones expectations - the churches are in two main groups, with the single most famous church Bet Giorgis isolated by itself. This church is the only one not covered by a protective canopy, making it the best photo...More","July 23, 2013",Bielding,NA,Liverpool
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,An otherworldly experience,"Carved out of the rock in one piece (some as a free standing monoliths, others partilly attached to thei mother-rock) the churches are nothing less than astounding, Walking the maze of tunnels and rock-trenches between and around churches- and in the dimly-lit interiors of the...More","July 11, 2013",Yoc11,NA,"Stockholm, Sweden"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,Churches of Lalibela,Wonderful day spent at all the churches. There are also UNESCO world heritage Tukul houses opposite where St George's church is located. The loo at the museum is very clean btw.,"July 6, 2013",sari_kiz,NA,London
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,St George church Lalibela,Fabulous stunning ah how did they do it ? We did this one at the end of the morning church viewing session.,"July 6, 2013",sari_kiz,NA,London
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,Heavily overprized,"In principle, the churches are surely a nice place to visit. However, by now the entrance fee has risen to 50 US $ and they already announced that next year it probably will be 100 dollars. That's definitely way too much and not worth the...More","July 1, 2013",Thomas P,NA,"Frankfurt, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,Amazing,The churches of Lalibela are an amazing thing to see especially if you visit when services are occurring. It is very atmospheric and interesting. You probably need to have a fair level of fitness though as it does involve climbing up and down uneven stairs...More,"June 28, 2013",Davies72,NA,Australia
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,Hire This Guide: Assefa Genzebu,"On arrival to Lalibela we stayed at the Mountview Hotel (we recommend it) and hired a guide associated with the hotel, Assefa Genzebu. He is very honest, knowledgeable and helpful. He provided a tour for us the afternoon we arrived and instead of trying the...More","June 27, 2013",Steven C,NA,"London, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",77,The only awesome ancient architecture in Africa?,"When I travel I want to see ancient majestic architecture like the Taj Mahal or Angkor Wat. In my research of Africa these rock hewn churches are the only thing in Africa that come close as being old, awe inspring, and preserved with a rich...More","June 23, 2013",Panu P,NA,"Provo, Utah"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Beautiful structure in a beautiful setting!,"We could hardly imagine how the people hewed this cross-shaped church out of the slope of a hill! Like others, we too thought this was the most beautiful churches out of the thirteen in Lalibela. Plus, this is the only one left not covered by...More","June 15, 2013",Becky0222,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Don't miss the nearby monasteries!,The rock-hewn churchs in Lalibela are amazing! We spent the first day visiting the churches in town and the second day visiting two monasteries outside of Lalibela. The 13 churches in town were easily accessible and could really be visited without a guide. But for...More,"June 15, 2013",Becky0222,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Amazing,"It is as you see in the photographs and postcards, but it is surreal being there when you hear the meanings behind why each part of the church was constructed, and the guttering system, the reasons behind no scaffolding and just being able to walk...More","June 12, 2013",bec b,NA,"Melbourne, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Wow. This is unreal!,This place is incredible. Even if you're not religious the sheer size of these churches and the structure of them is absolutely unreal. The fact that the local people aren't even 100% sure about how these churches were even constructed invites a certain amount of...More,"June 12, 2013",bec b,NA,"Melbourne, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Fascinating Architecture,If buildings interest you then the churches hewn from rock and their huge scale will be fascinating. Not surprised they are a UNESCO World Heritage site. It would be helpful to have more information available during the tour and multi-lingual signage across the site. It...More,"June 8, 2013",Jenny B,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,A Must see,Monolithic masterpiece made even better by the fact it was the day the locals celebrated St George; all dressed in white they follwed the call from all around.,"June 4, 2013",ShelleyG2,NA,Qatar
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,How did I not know about these churches sooner?,This is an a mazing place - I am pleased we flew there though!. The rock hewen churches and picturesqu plateaus are breathtaking. The ride up to the cliff top monastry by mule and foot was a great excursion - you certainly notice you are...More,"June 4, 2013",ShelleyG2,NA,Qatar
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Interesting but ...,"This is why one comes to Lalibella. After walking through several of them, as interesting as they are, it gets very repetitive and for me - boring.","May 30, 2013",Mike P,NA,"New York City, New York"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,One of many.,"This was probably the most interesting of the bunch. It sits alone and is viewed from the top exterior then down into the church. All in all if your not into many of the churches, skip them but not his one.","May 30, 2013",Mike P,NA,"New York City, New York"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",78,Good monument,"I visited this place several times during my stay at Ethopia.The place is connected to Addis by a air and it is a fun to travel by propeller driven air craft.The place is a historic monument but not well maintained.The sign boards,access and not tourist...More","May 29, 2013",chandra shekar s,NA,bangalore
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Rock Hewn Churches!,11 Churches built in 12th c. by digging in and through a mountainside. Exceptionally well preserved. An UNESCO World Heritage site.,"May 23, 2013",SkiBikeHike,NA,"Dillon, Colorado"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Amazing!,"This spectacular Church, in the shape of a cross, was built in 12th c. by digging it out of the rock!","May 23, 2013",SkiBikeHike,NA,"Dillon, Colorado"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,The reason why you go to Lalibela,The churches (11) are impressive and beautiful and a must in Lalibela. Why else would you go there??? Entrance fee in May 2013 is 50 USD for foreigners (you can of course also pay birr) and the ticket is valid for 5 days. We did...More,"May 23, 2013",Amsterdamned74,NA,Amsterdam
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Greed ruining a potentially great site,"Great place ruined by the greed of the priests running it. I’m alarmed that UNESCO allows such thievery to exist at a World Heritage Site. With fees that have increased from $5 to $20 and then to $50 in recent years, visitors feel ripped off...More","May 20, 2013",383Traveler,NA,Nairobi
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,worth the trip,"The whole town complete with churches is a delightful adventure that far surpasses a theme park in the USA. The $50.00 fee seems steep, but it pays for upkeep, many jobs in a very poor community and if you are there! A guide is worth...More","May 19, 2013",robinharlem,NA,"Phoenix, Arizona"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,The Commander and Doing the Dishes,"My time in Lalibela was nothing short of spectacular. From the churches to the vistas, it was the best part of my Ethiopian adventure.
Cutting to the chase, make sure you ask for the guide named Ababa. He's born and bred in the mountain town...More","May 11, 2013",sassenfrazz17,NA,"Jakarta, Indonesia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Entrance fee is really a rip off,"Yes. The churches are very special. In that sense I can support the other reviews. But the entrance fee of 50 dollars is really spoiling it. I don't mind paying a fair entrance fee of say 20 dollars, but this is simply of limits. The...More","April 28, 2013",Elsa_Scholte,NA,"The Hague, The Netherlands"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Excellent (but 1 day is all you need),"Out flight arrived in the morning at around 10. We toured the churches for about an hour until they closed for lunch, then picked up again the afternoon, hitting all of them. We flew out again the next morning. I think that schedule is really...More","April 27, 2013",wherearewenow,NA,worldwide
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Like a step back in time,Incredible structure and it's easy to feel lost in the history and beauty of the architecture. It was a sight to see and amazing to learn about how they were constructed.,"April 24, 2013",Jason L,NA,"Nairobi, Kenya"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",79,Last and most famous church,"As interesting as one would expect, this building is over 900 years old, and entirely carved from the surrounding rock.","April 22, 2013",Anand R,NA,"Toronto, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,The most beautiful of the 11 churches,"The last built of the 11, this cathedral is small inside and not as interesting in design/lacking frescoes inside, but best preserved since it has a water drainage system on the roof (instead of ground channels like the others). The 5 on the north group...More","April 15, 2013",Jon1796,via mobile ,"Beijing, China"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,The reason or visiting Ethiopia - get a guide!!!,"the top tourist attraction in all of Ethiopia, even with the recent price hike (from 350 birr to 910 per person entry) it is well worth it. This magnificent collection of 11 churches is worth the $50 fee and definitely opt for a guide. You...More","April 15, 2013",Jon1796,via mobile ,"Beijing, China"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,When Greed Tarnishes Rock Hewn Magnificence,"The Lalibela Rock Hewn Churches are indeed an attractive tourist site at otherwise non affluent Northern Ethiopia. Recently the authorities, whoever they in detail may be, have found fit to increase the access fees to those heritage churches fivefold compared with former admission fees of...More","April 13, 2013",Easy_Flying,NA,"Hamburg, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Fascination at a price,"Before I go into do's, donts and be carefuls, it's only right to start with a summary.
Entrance fee is 50 USD which is a totally extortionate price. Even the locals, hotel owners, shop owners are complaining as visitor numbers drop, yes people refuse at...More","April 12, 2013",Merciless1980,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Lalibela - beautiful but with problems,Lalibela is a charming village stocked with hotels and restaurants in all price ranges. The churches are amazing and a skilled guide can add a lot to the experience. What kept me from rating this attraction higher was the expensive fees charged visitors - a...More,"April 9, 2013",Chai435662,NA,"Accra, Ghana"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Disappointing experience although St George's Church was beautiful,"On a positive note, the St George's Church did look amazing. However, we think the tourist board have got it wrong here. We were told we needed a guide. At 500 birr for around an hour of commentary we thought this a little costly by...More","April 9, 2013",Mudgumbles,NA,"Southampton, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Excellent!,"The churches are very beautiful. You can visit them all by foot and do not need a driver or guide. Don't forget to bring your torch, you will need it because some of the churches are connected with each other by secret passages!","April 5, 2013",Fuchur33,NA,Deutschland
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Unique! Very impressive!,"The Cross of Giyorgis is very impressive. It is a stonework put into the ground and is very deep. I have never seen something similar anywhere else in the world, it is unique. Do not miss to visit this great place during your travel.","April 5, 2013",Fuchur33,NA,Deutschland
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Amazing!,"I think that everyone should see Lalibela's excavated churches.
It is a must see once in a life time.
You should go when it is Timkat festival (celebration of Epiphany)!
You definitely need a guide to understand all the History behind.
2 negative points:
-...More","April 2, 2013",snaessens,NA,"Basel, Switzerland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",80,Great but what a cost,"They had just put the price up to $50 per person.
Yes you are going to pay it as you have travelled to get to them. It is such a shame tho as i found out the money is going to buy hotels in the...More","March 31, 2013",RobE_AdamD,NA,"Brighton, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,Great view at the top,The church is great to look at from the top. once you get down it is not as good as some of the other churches in the area.,"March 31, 2013",RobE_AdamD,NA,"Brighton, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,Most Famous of Rock-Carved Churchs,"Must see church. Beautifully carved in the shape of an orthodox cross, this church is wonderful to see from the outside as well as inside. Give yourself time to just sit and meditate inside this magnificent building.","March 31, 2013",Bethesdashrink,NA,"Bethesda, Maryland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,Should be on List of Seven Wonders of the World,"Cut out of solid stone these magnificent churches have been in use for over a thousand years. Amazing design, unbelievable construction, intricate carvings, this place makes Petra in Jordan look like an amateur project..TIP attend an early morning service around 7 A.M. for an experience...More","March 31, 2013",Bethesdashrink,NA,"Bethesda, Maryland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,Magnificent,"At least two days are needed to see the rock-hewn churches of Lalibela unless you are in a desperate rush. You need to take off your shoes while entering into churches and as there are many churches, in order to take off and wear shoes...More","March 20, 2013",ozgebuminoztaskin,NA,istanbul
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,Spectacular!,"There's no way I can adequately describe the Church of St. George. ""Spectacular"" is barely adequate. Plan to spend some time there -- don't try to do it in 15-minutes.","March 17, 2013",Ken G,NA,Richmond VA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,Absolutely Stunning,"The rock-hewn churches in Lalibela are stunning. I was there for only one day -- that's not long enough. I'm ready to go back. (For those who have been to Petra, this is entirely different -- it is a must-see attraction.)","March 17, 2013",Ken G,NA,Richmond VA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,St. George Church,I've never seen anything more astounding and yet so real! It was like i was living in the 7th century and the significance of it all was so alive,"March 14, 2013",Marykalunde,NA,"Nairobi, Kenya"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,amazing rock hewn churches,There is lots of mystery and legend surrounding these churches. They are truly astonishing. Worth getting a guide to learn all the tales.,"March 14, 2013",happytraveler074,NA,"Phoenix, Arizona"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,The Main Reason You Came to Lalibela,"This is the culmination of church building experience of this region.
The church is uncovered and has several points for great photos. Walk around the edges and don't be in a rush to descend into the church. Usually this is the last structure visited during...More","March 8, 2013",ExplorerXYZ,NA,"Philadelphia, Pennsylvania"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",81,A Full Day of Visiting.,"Arriving from Addis on Ethiopian Airlines it is possible to see the complex in the same day you arrive and depart the next day. Most hotels have a paid shuttle to/from the airport.
Most hotels then have guides ready for use and transport to the...More","March 8, 2013",ExplorerXYZ,NA,"Philadelphia, Pennsylvania"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,"I had marked it as a life ""to do""",I came to the churches as a birthday gift to me from me. It was worth every dime. A rare architecture indeed,"March 6, 2013",NnennaWestAfrica,NA,Abidjan
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,Wow moments,I loved the architecture and the time it took the guys to carve out mountains. Lalibela is sure a heck of a guy.,"March 6, 2013",NnennaWestAfrica,NA,Abidjan
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,A fascinating place,"Why did I never know that there was a ""new Jerusalem"" in Ethiopia with its own rich history and pilgrimage features? Ethiopia is full of amazing history we westerners know nothing about. The churches are slightly reminiscent of Petra.","February 27, 2013",NellieN57,NA,"Warrenton, Virginia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,Rip off but the churches are wonderful,The decision of the priests to increase the admission charge by 150 per cent has caused bad feelings in the local community and visitors alike. I am unaware that rock hewn churches require much maintenance! The EU has ( according to Bradt) already paid for...More,"February 24, 2013",emhedinburgh,NA,edinburgh
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,"""works of the angels""",the rock-hewn churches of St. Lalibela are truly works of the angels. They must be seen to fully believe and admire their creation. It is absolutely out of this world.,"February 21, 2013",Deslal,NA,"Lalibela, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,Amazing but very expensive now!!!!,"Gorgeous architecture, these churches are full of beauty, full of history and very spiritual. Our guide Gaetanew was fantastic! These churches and the city as a whole were amazing and I'm glad that we made the trip! The only shocker was that when we visited...More","February 13, 2013",imjonjoncanada,NA,"St. Catharines, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,The churches of Lalibela,"There are buses that leave from Addis Abeba early in the morning and it takes a day and a half to arrive The buses stop for meals and for the night, who can afford the hotel, very very very cheap for us , if not...More","February 11, 2013",Maddalena1958,NA,Marina di Carrara
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,"Awesome, but expensive and badly maintained","The churches of Lalibela are indeed very original constructions, worthy of a separate trip. They look exactly like on photos, so, if you have seen photos, you will not be disappointed. The cost is very steep: 50 USD per person (photos allowed) plus 350 Birr...More","February 10, 2013",iouA,NA,Aveiro
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,"Astonishing, breathtaking","Breathtaking views at astonishing price (for Ethiopian standards). Scenery of fantasy legends - difficult to imagine how it was built. Visit may be exhausting (heat, stairs, passages, tunnels) but is wirth every step.","February 8, 2013",mpq_domanski,NA,"Cracow, Poland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",82,Wonderful but very expensive NOW and no discounts.,We flew up to Lalibella to view the rock hewn churches. Our plane had mechanical troubles (cabin pressure) so had to turn back in the morning after flying half way to Lalibella. Hence we only arrived for the afternoon opening. They close for an hour...More,"January 30, 2013",Jastogo,NA,"Canberra, Australia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Our Visit was on St. George Day Celebration,"Because of the celebration, we were not able to enter the church but watching the celebration was one of the highlights of our trip. Priests carrying colorful umbrellas left the church with hundreds of followers and marched to an area a mile away where they...More","January 30, 2013",John R,NA,"Gig Harbor, Washington"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Nothing Like it in the World,These are amazing. I recommend paying a guide to take you through. It's worth the 400 Bir (about $22 USD).,"January 30, 2013",John R,NA,"Gig Harbor, Washington"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Recent Changes to Admission Rates,"First off I want to say that the churches are amazing and absolutely awe inspiring. I thoroughly enjoyed seeing the amazing architecture how they are carved right out of the rocks.
The churches are still active places of worship and while walking through them there...More","January 28, 2013",Shroud_of_Turin,NA,"Vancouver, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Magnificent to visit to see the beauty of rock-hewn churches,"If you are in Ethiopia, make sure to make the time available to go and visit the rock-hewn churches that are scattered all over the small and beautiful town of Lalibela. Make sure to use a good guide, preferably through the hotel reception. Do not...More","January 28, 2013",Farzad_60,NA,"St. Catharines, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Be sure to get your photo taken at the top:-),Loved visting the Rock Churches of Lalibela. Last summer (2012) the New York Times had several articles on the Rock Churches of Lalibela that noted just how special they are. We had already booked our Jan 2013 trip to Lalibela to see the Christmas celebration...More,"January 24, 2013",Micheljane,NA,Columbus Ohio
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,"We were just in Lalibela for Genna (Christmas) Jan 7, 2013","We arrived Addis Jan 5 and took a flight to Lalibela Jan 6, 2013 to view their Christmas celebration in the Rock Churches. The Churches are amazing and we saw 14 of them including the famous Bet Giorgis Church. We were up very early Jan...More","January 24, 2013",Micheljane,NA,Columbus Ohio
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,fascinating! a perfect experience with a local guide.,I am one of those who are normally used to explore all on my own. In Lalibela I had decided with friends to take a tour guide to really see the best spots and get inside-information obtained from a born and raised in Lalibela guide....More,"January 23, 2013",Rupert W,NA,Vienna
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Most beautiful and photogenic,We enjoyed all of the rock-hewn churches of Lalibela but there is no doubt that this is the most photogenic. The cross shaped cross-section and the yellow green lichen that grows on the walls is just magical.,"January 23, 2013",Zach D,NA,"Norman, OK"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Utterly amazing!,"If there is any possible way you can travel to Lalibela to visit the rock-hewn churches, do it! These are the most amazing places and have such a great history. The guides are well-informed and friendly. The admission prices spiked up the week after we...More","January 23, 2013",Zach D,NA,"Norman, OK"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",83,Wonderful Place,"This is the highlight of the Churches in Lalibela. We visited in the afternoon of Christmas Day and there was still the festive atmosphere from the morning, with impromptu dancing and drumming. The church itself is beautifully carved from the rocks. Not to be missed.","January 20, 2013",John W,NA,"Streatley on Thames, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,Fantastic Experience,"We stayed in Lalibela for the Ethiopian Orthodox Christmas. What an experience! Our guide, Yohannes, knew exactly where we should be and when for the best experience (other people in the hotel where we were staying commented on it). We were down in front of...More","January 20, 2013",John W,NA,"Streatley on Thames, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,Indeed a world heritage,Those chuches are really a wander. It is so hard to emagine how this was accomplished. Truely amazing. They are really a treasure.,"January 18, 2013",shafrira b,NA,Tel-Aviv
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,Fantastic place to visit.,"This was by far the most impressive thing we saw in our Ethiopian trip. It is quire incredible to think that these large churches were carved out of rock. A lovely place. We paid 350 Birr (about 20$) per person entry fee, but the hotel...More","January 14, 2013",Barun C,NA,"Stamford, Connecticut"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,A must,"Conceptually impressive, with some of the churches in still excellent state, the overal slow decay of the buildings is more sad than inspiring, even though all churches are actual working churches.","January 11, 2013",MastaBaba,NA,"Kampala, Uganda"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,A must,"You can't not go and see this church when in Lalibela. And though conceptually impressive, the obvious decay is more sad than inspiring.","January 11, 2013",MastaBaba,NA,"Kampala, Uganda"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,Picturesque Perfect!,"The Church of St. George might be the most well known, at least photographically, of the rock-hewn churches in Lalibela. My visit to this church definitely lived up to any expectation I had based on photos I'd seen. In fact, it was even more beautiful...More","January 5, 2013",hunnybunns,NA,Ohio
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,A Holy Land,"Lalibela is such a calm and serene place. You truly feel at peace when you are there. No matter what your beliefs, the churches are a spectacular sight to see. There is so much culture and history in this place. The poeple of the town...More","January 5, 2013",hunnybunns,NA,Ohio
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,Amazing!!,No need to be fan of History to sense the importance and majesty of these churches. A must see in Ethiopia!,"January 4, 2013",Aricotine,NA,"Lausanne, Switzerland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,Amazing,No need to be fan of History to sense the importance and majesty of these churches. A must see in Ethiopia!,"January 4, 2013",Aricotine,NA,"Lausanne, Switzerland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",84,the living churches of lalibela,the living rock churches of lalibela are amazingly carved from one solid rock and all the churches are interconnected each other with the small underground tunnels to proof that the churches are connected to each other. all the lalibela churches are active and you see...More,"January 1, 2013",Abrham T,NA,lalibela
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Incredible 11 century engineering,"Rock-Hewn Churches mind-blowing no words to express that it might be easier to go and check it out
The rock-hewn churches of Lalibela are located in a remote and mountainous area of northern Ethiopia, about 150 km east of Lake Tana. There are 11 churches,...More","December 29, 2012",Dagulo T,NA,"Hove, England, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,A short walk down the hill from the first group of churches,"Perhaps the most picturesque of the churches, this is well worth seeing. The yellow lichen on the exterior of the church lends the building a special feel.","December 28, 2012",red6ty,NA,denver
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Gotta see,Well worth the cost. Take a camera and wear shoes you can easily take off and put on. You cannot wear shoes in the churches.,"December 28, 2012",red6ty,NA,denver
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Amazing!,It was amazing! What was great about it was the architecture of the church and how beautiful. There are some small similarities to the architecture to Axum.,"December 18, 2012",travelingdgmb,NA,Kurmuk
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Churches of Lalibela - Desta Arage,We had the most incredible two days exploring the two compounds of churches in Lalibela and the dramatic Nakuto Le’Abe Monastery on the outskirts of the town. I have never seen anything like this before largely because these churches are totally unique... Built from the...More,"December 18, 2012",Chrissie1982,NA,"Abergavenny, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,An excellent World Culture Heritage,"It is an excellent World Culture Heritage.
There are 11 stone churches in lalibela town, of which Saint George Church is the most famous.
The picture in Saint George Church is the same with the beer named ""Saint George"".
Of course, the other churches are...More","December 13, 2012",Xiaogang S,NA,ADDIS ABABA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Impressive,"Given the age, the scale and method of construction, the place certainly earned their world heritage title.
If only they kept doors open for one more hour and did not charge ridiculously high prices for entry. I'm all for supporting the local economies but please...More","December 5, 2012",dangerman_yyz,NA,"Dubai, United Arab Emirates"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Very inspiring!,Beautiful. We visited with Leddet (Christmas) which meant it was very busy. But the pilgrims in white robes all over town and the tempels make it an unique sight.,"December 4, 2012",Menno V,NA,"Amsterdam, The Netherlands"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,One of the highlights in Ethiopia,It is really just a marvel what kind of work people did nearly 1000 years ago here. It is a bit of a shame (or blessing?) that most of the churches now have un-attractive covers to keep them safe from erosion. The whole can be...More,"November 25, 2012",caipirina,NA,"Colombo, Sri Lanka"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",85,Must see in Ethiopia,This is probably the most photographed icon of Ethiopia (and St. George is on pretty much every beer bottle here). Seeing it with your own eyes makes you marvel at the craftsmanship that went into this.,"November 25, 2012",caipirina,NA,"Colombo, Sri Lanka"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",86,Must See,Obviously we all go to see this particular monument. It is interesting to see the depth of the hole and the measures taken to allow run off of rain fall.,"November 19, 2012",gpotvin,NA,"Detroit Lakes, Minnesota"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",86,Amazing Construction,The churches are spectacular. It is difficult to get an understanding of the work and dedication involved in the construction. The same questions one ponders at Giza or Petra.,"November 19, 2012",gpotvin,NA,"Detroit Lakes, Minnesota"
