attraction_location,title,user_location,date_dataAccess,date_raw,year,month,day,lon_user_location,lat_user_location,City,Country
"Lalibela 1000, Ethiopia",Hire This Guide: Assefa Genzebu,"London, Canada","December 22, 2017",2013-06-27,2013,6,27,-81.2452768,42.9849233,London,Canada
"Lalibela 1000, Ethiopia",The only awesome ancient architecture in Africa?,"Provo, Utah","December 22, 2017",2013-06-23,2013,6,23,-111.6585337,40.2338438,Provo,United States
"Lalibela 1000, Ethiopia",Amazing,"Melbourne, Australia","December 22, 2017",2013-06-12,2013,6,12,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia",Wow. This is unreal!,"Melbourne, Australia","December 22, 2017",2013-06-12,2013,6,12,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia",Fascinating Architecture,"London, United Kingdom","December 22, 2017",2013-06-08,2013,6,8,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",A Must see,Qatar,"December 22, 2017",2013-06-04,2013,6,4,51.183884,25.354826,NA,Qatar
"Lalibela 1000, Ethiopia",How did I not know about these churches sooner?,Qatar,"December 22, 2017",2013-06-04,2013,6,4,51.183884,25.354826,NA,Qatar
"Lalibela 1000, Ethiopia",Interesting but ...,"New York City, New York","December 22, 2017",2013-05-30,2013,5,30,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",One of many.,"New York City, New York","December 22, 2017",2013-05-30,2013,5,30,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Good monument,bangalore,"December 22, 2017",2013-05-29,2013,5,29,77.5945627,12.9715987,Bengaluru,India
"Lalibela 1000, Ethiopia",Rock Hewn Churches!,"Dillon, Colorado","December 22, 2017",2013-05-23,2013,5,23,-106.0433518,39.6302643,Dillon,United States
"Lalibela 1000, Ethiopia",Amazing!,"Dillon, Colorado","December 22, 2017",2013-05-23,2013,5,23,-106.0433518,39.6302643,Dillon,United States
"Lalibela 1000, Ethiopia",The reason why you go to Lalibela,Amsterdam,"December 22, 2017",2013-05-23,2013,5,23,4.895167900000001,52.3702157,Amsterdam,Netherlands
"Lalibela 1000, Ethiopia",Greed ruining a potentially great site,Nairobi,"December 22, 2017",2013-05-20,2013,5,20,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",worth the trip,"Phoenix, Arizona","December 22, 2017",2013-05-19,2013,5,19,-112.0740373,33.4483771,Phoenix,United States
"Lalibela 1000, Ethiopia",The Commander and Doing the Dishes,"Jakarta, Indonesia","December 22, 2017",2013-05-11,2013,5,11,106.8650395,-6.17511,NA,Indonesia
"Lalibela 1000, Ethiopia",Entrance fee is really a rip off,"The Hague, The Netherlands","December 22, 2017",2013-04-28,2013,4,28,4.3006999,52.0704978,Den Haag,Netherlands
"Lalibela 1000, Ethiopia",Excellent (but 1 day is all you need),worldwide,"December 22, 2017",2013-04-27,2013,4,27,-95.971261,36.153315,Tulsa,United States
"Lalibela 1000, Ethiopia",Like a step back in time,"Nairobi, Kenya","December 22, 2017",2013-04-24,2013,4,24,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",Last and most famous church,"Toronto, Canada","December 22, 2017",2013-04-22,2013,4,22,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",The most beautiful of the 11 churches,"Beijing, China","December 22, 2017",2013-04-15,2013,4,15,116.4073963,39.90419989999999,Beijing,China
"Lalibela 1000, Ethiopia",The reason or visiting Ethiopia - get a guide!!!,"Beijing, China","December 22, 2017",2013-04-15,2013,4,15,116.4073963,39.90419989999999,Beijing,China
"Lalibela 1000, Ethiopia",When Greed Tarnishes Rock Hewn Magnificence,"Hamburg, Germany","December 22, 2017",2013-04-13,2013,4,13,9.9936819,53.5510846,Hamburg,Germany
"Lalibela 1000, Ethiopia",Lalibela - beautiful but with problems,"Accra, Ghana","December 22, 2017",2013-04-09,2013,4,9,-0.1869644,5.6037168,Accra,Ghana
"Lalibela 1000, Ethiopia",Disappointing experience although St George's Church was beautiful,"Southampton, United Kingdom","December 22, 2017",2013-04-09,2013,4,9,-1.4043509,50.90970040000001,Southampton,United Kingdom
"Lalibela 1000, Ethiopia",Excellent!,Deutschland,"December 22, 2017",2013-04-05,2013,4,5,10.451526,51.165691,Niederdorla,Germany
"Lalibela 1000, Ethiopia",Unique! Very impressive!,Deutschland,"December 22, 2017",2013-04-05,2013,4,5,10.451526,51.165691,Niederdorla,Germany
"Lalibela 1000, Ethiopia",Amazing!,"Basel, Switzerland","December 22, 2017",2013-04-02,2013,4,2,7.5885761,47.5595986,Basel,Switzerland
"Lalibela 1000, Ethiopia",Great but what a cost,"Brighton, United Kingdom","December 22, 2017",2013-03-31,2013,3,31,-0.137163,50.82253000000001,Brighton,United Kingdom
"Lalibela 1000, Ethiopia",Great view at the top,"Brighton, United Kingdom","December 22, 2017",2013-03-31,2013,3,31,-0.137163,50.82253000000001,Brighton,United Kingdom
"Lalibela 1000, Ethiopia",Most Famous of Rock-Carved Churchs,"Bethesda, Maryland","December 22, 2017",2013-03-31,2013,3,31,-77.0947092,38.984652,Bethesda,United States
"Lalibela 1000, Ethiopia",Should be on List of Seven Wonders of the World,"Bethesda, Maryland","December 22, 2017",2013-03-31,2013,3,31,-77.0947092,38.984652,Bethesda,United States
"Lalibela 1000, Ethiopia",Magnificent,istanbul,"December 22, 2017",2013-03-20,2013,3,20,28.9783589,41.0082376,NA,Turkey
"Lalibela 1000, Ethiopia",Spectacular!,Richmond VA,"December 22, 2017",2013-03-17,2013,3,17,-77.4360481,37.5407246,Richmond,United States
"Lalibela 1000, Ethiopia",Absolutely Stunning,Richmond VA,"December 22, 2017",2013-03-17,2013,3,17,-77.4360481,37.5407246,Richmond,United States
"Lalibela 1000, Ethiopia",St. George Church,"Nairobi, Kenya","December 22, 2017",2013-03-14,2013,3,14,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",amazing rock hewn churches,"Phoenix, Arizona","December 22, 2017",2013-03-14,2013,3,14,-112.0740373,33.4483771,Phoenix,United States
"Lalibela 1000, Ethiopia",The Main Reason You Came to Lalibela,"Philadelphia, Pennsylvania","December 22, 2017",2013-03-08,2013,3,8,-75.1652215,39.9525839,Philadelphia,United States
"Lalibela 1000, Ethiopia",A Full Day of Visiting.,"Philadelphia, Pennsylvania","December 22, 2017",2013-03-08,2013,3,8,-75.1652215,39.9525839,Philadelphia,United States
"Lalibela 1000, Ethiopia","I had marked it as a life ""to do""",Abidjan,"December 22, 2017",2013-03-06,2013,3,6,-4.0082563,5.3599517,Abidjan,Côte d'Ivoire
"Lalibela 1000, Ethiopia",Wow moments,Abidjan,"December 22, 2017",2013-03-06,2013,3,6,-4.0082563,5.3599517,Abidjan,Côte d'Ivoire
"Lalibela 1000, Ethiopia",A fascinating place,"Warrenton, Virginia","December 22, 2017",2013-02-27,2013,2,27,-77.7952712,38.7134516,Warrenton,United States
"Lalibela 1000, Ethiopia",Rip off but the churches are wonderful,edinburgh,"December 22, 2017",2013-02-24,2013,2,24,-3.188267,55.953252,Edinburgh,United Kingdom
"Lalibela 1000, Ethiopia","""works of the angels""","Lalibela, Ethiopia","December 22, 2017",2013-02-21,2013,2,21,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",Amazing but very expensive now!!!!,"St. Catharines, Canada","December 22, 2017",2013-02-13,2013,2,13,-79.2468626,43.1593745,St. Catharines,Canada
"Lalibela 1000, Ethiopia",The churches of Lalibela,Marina di Carrara,"December 22, 2017",2013-02-11,2013,2,11,10.0438256,44.0359679,Carrara,Italy
"Lalibela 1000, Ethiopia","Awesome, but expensive and badly maintained",Aveiro,"December 22, 2017",2013-02-10,2013,2,10,-8.6537539,40.6405055,Aveiro,Portugal
"Lalibela 1000, Ethiopia","Astonishing, breathtaking","Cracow, Poland","December 22, 2017",2013-02-08,2013,2,8,19.9449799,50.06465009999999,Kraków,Poland
"Lalibela 1000, Ethiopia",Wonderful but very expensive NOW and no discounts.,"Canberra, Australia","December 22, 2017",2013-01-30,2013,1,30,149.1300092,-35.2809368,Canberra,Australia
"Lalibela 1000, Ethiopia",Our Visit was on St. George Day Celebration,"Gig Harbor, Washington","December 22, 2017",2013-01-30,2013,1,30,-122.5801293,47.32926399999999,Gig Harbor,United States
"Lalibela 1000, Ethiopia",Nothing Like it in the World,"Gig Harbor, Washington","December 22, 2017",2013-01-30,2013,1,30,-122.5801293,47.32926399999999,Gig Harbor,United States
"Lalibela 1000, Ethiopia",Recent Changes to Admission Rates,"Vancouver, Canada","December 22, 2017",2013-01-28,2013,1,28,-123.1207375,49.2827291,Vancouver,Canada
"Lalibela 1000, Ethiopia",Magnificent to visit to see the beauty of rock-hewn churches,"St. Catharines, Canada","December 22, 2017",2013-01-28,2013,1,28,-79.2468626,43.1593745,St. Catharines,Canada
"Lalibela 1000, Ethiopia",Be sure to get your photo taken at the top:-),Columbus Ohio,"December 22, 2017",2013-01-24,2013,1,24,-82.99879419999999,39.9611755,Columbus,United States
"Lalibela 1000, Ethiopia","We were just in Lalibela for Genna (Christmas) Jan 7, 2013",Columbus Ohio,"December 22, 2017",2013-01-24,2013,1,24,-82.99879419999999,39.9611755,Columbus,United States
"Lalibela 1000, Ethiopia",fascinating! a perfect experience with a local guide.,Vienna,"December 22, 2017",2013-01-23,2013,1,23,16.3738189,48.2081743,Wien,Austria
"Lalibela 1000, Ethiopia",Most beautiful and photogenic,"Norman, OK","December 22, 2017",2013-01-23,2013,1,23,-97.4394777,35.2225668,Norman,United States
"Lalibela 1000, Ethiopia",Utterly amazing!,"Norman, OK","December 22, 2017",2013-01-23,2013,1,23,-97.4394777,35.2225668,Norman,United States
"Lalibela 1000, Ethiopia",Wonderful Place,"Streatley on Thames, United Kingdom","December 22, 2017",2013-01-20,2013,1,20,-1.1488225,51.5225588,Streatley,United Kingdom
"Lalibela 1000, Ethiopia",Fantastic Experience,"Streatley on Thames, United Kingdom","December 22, 2017",2013-01-20,2013,1,20,-1.1488225,51.5225588,Streatley,United Kingdom
"Lalibela 1000, Ethiopia",Indeed a world heritage,Tel-Aviv,"December 22, 2017",2013-01-18,2013,1,18,34.78176759999999,32.0852999,Tel Aviv-Yafo,Israel
"Lalibela 1000, Ethiopia",Fantastic place to visit.,"Stamford, Connecticut","December 22, 2017",2013-01-14,2013,1,14,-73.5387341,41.0534302,Stamford,United States
"Lalibela 1000, Ethiopia",A must,"Kampala, Uganda","December 22, 2017",2013-01-11,2013,1,11,32.5825197,0.3475964,Kampala,Uganda
"Lalibela 1000, Ethiopia",A must,"Kampala, Uganda","December 22, 2017",2013-01-11,2013,1,11,32.5825197,0.3475964,Kampala,Uganda
"Lalibela 1000, Ethiopia",Picturesque Perfect!,Ohio,"December 22, 2017",2013-01-05,2013,1,5,-82.90712300000001,40.4172871,Ashley,United States
"Lalibela 1000, Ethiopia",A Holy Land,Ohio,"December 22, 2017",2013-01-05,2013,1,5,-82.90712300000001,40.4172871,Ashley,United States
"Lalibela 1000, Ethiopia",Amazing!!,"Lausanne, Switzerland","December 22, 2017",2013-01-04,2013,1,4,6.6322734,46.5196535,Lausanne,Switzerland
"Lalibela 1000, Ethiopia",Amazing,"Lausanne, Switzerland","December 22, 2017",2013-01-04,2013,1,4,6.6322734,46.5196535,Lausanne,Switzerland
"Lalibela 1000, Ethiopia",the living churches of lalibela,lalibela,"December 22, 2017",2013-01-01,2013,1,1,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",Incredible 11 century engineering,"Hove, England, United Kingdom","December 22, 2017",2012-12-29,2012,12,29,-0.168749,50.8279319,Hove,United Kingdom
"Lalibela 1000, Ethiopia",A short walk down the hill from the first group of churches,denver,"December 22, 2017",2012-12-28,2012,12,28,-104.990251,39.7392358,Denver,United States
"Lalibela 1000, Ethiopia",Gotta see,denver,"December 22, 2017",2012-12-28,2012,12,28,-104.990251,39.7392358,Denver,United States
"Lalibela 1000, Ethiopia",Amazing!,Kurmuk,"December 22, 2017",2012-12-18,2012,12,18,34.2824429,10.5534497,Kurmuk,Sudan
"Lalibela 1000, Ethiopia",Churches of Lalibela - Desta Arage,"Abergavenny, United Kingdom","December 22, 2017",2012-12-18,2012,12,18,-3.019423,51.825366,Abergavenny,United Kingdom
"Lalibela 1000, Ethiopia",An excellent World Culture Heritage,ADDIS ABABA,"December 22, 2017",2012-12-13,2012,12,13,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Impressive,"Dubai, United Arab Emirates","December 22, 2017",2012-12-05,2012,12,5,55.2707828,25.2048493,Dubai,United Arab Emirates
"Lalibela 1000, Ethiopia",Very inspiring!,"Amsterdam, The Netherlands","December 22, 2017",2012-12-04,2012,12,4,4.895167900000001,52.3702157,Amsterdam,Netherlands
"Lalibela 1000, Ethiopia",One of the highlights in Ethiopia,"Colombo, Sri Lanka","December 22, 2017",2012-11-25,2012,11,25,79.861243,6.9270786,Colombo,Sri Lanka
"Lalibela 1000, Ethiopia",Must see in Ethiopia,"Colombo, Sri Lanka","December 22, 2017",2012-11-25,2012,11,25,79.861243,6.9270786,Colombo,Sri Lanka
"Lalibela 1000, Ethiopia",Must See,"Detroit Lakes, Minnesota","December 22, 2017",2012-11-19,2012,11,19,-95.8453253,46.8171808,Detroit Lakes,United States
"Lalibela 1000, Ethiopia",Amazing Construction,"Detroit Lakes, Minnesota","December 22, 2017",2012-11-19,2012,11,19,-95.8453253,46.8171808,Detroit Lakes,United States
"Lalibela 1000, Ethiopia",Awesome,"Nairobi, Kenya","December 22, 2017",2012-11-14,2012,11,14,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",Amazing,"Nairobi, Kenya","December 22, 2017",2012-11-14,2012,11,14,36.8219462,-1.2920659,Nairobi,Kenya
"Lalibela 1000, Ethiopia",Unbelievable,"Sudbury, Canada","December 22, 2017",2012-11-13,2012,11,13,-80.9530353,46.522099,Sudbury,Canada
"Lalibela 1000, Ethiopia",Rock Churches,Woodland,"December 22, 2017",2012-11-13,2012,11,13,-83.6698055,34.715892,Sautee Nacoochee,United States
"Lalibela 1000, Ethiopia",living rocks,lalibela,"December 22, 2017",2012-11-12,2012,11,12,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",living rocks,lalibela,"December 22, 2017",2012-11-12,2012,11,12,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",Beautiful,"Gonder, Ethiopia","December 22, 2017",2012-11-12,2012,11,12,37.4521319,12.6030181,Gondar,Ethiopia
"Lalibela 1000, Ethiopia",Rock hewn history,"Sydney, Australia","December 22, 2017",2012-11-08,2012,11,8,151.2092955,-33.8688197,Sydney,Australia
"Lalibela 1000, Ethiopia",great,"Addis Ababa, Ethiopia","December 22, 2017",2012-11-06,2012,11,6,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",The key to touring Lalibela is an exellent guide!,"Dubai, United Arab Emirates","December 22, 2017",2012-11-05,2012,11,5,55.2707828,25.2048493,Dubai,United Arab Emirates
"Lalibela 1000, Ethiopia",the churches of Lalibela are a must to see for all citizens of the world,Castellon,"December 22, 2017",2012-11-02,2012,11,2,-0.1494988,40.1451772,Les Useres,Spain
"Lalibela 1000, Ethiopia",Rock Hewn churches,"Gonder, Ethiopia","December 22, 2017",2012-10-22,2012,10,22,37.4521319,12.6030181,Gondar,Ethiopia
"Lalibela 1000, Ethiopia",Extraordinary!,"Addis Ababa, Ethiopia","December 22, 2017",2012-10-20,2012,10,20,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Literally stunning!,"Addis Ababa, Ethiopia","December 22, 2017",2012-10-20,2012,10,20,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Excellent visit at Lalibela by Witness Ethiopia Tours,"Addis Ababa, Ethiopia","December 22, 2017",2012-10-19,2012,10,19,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",An ancient living monument,"London, United Kingdom","December 22, 2017",2012-10-18,2012,10,18,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",The highlight...,Geneva,"December 22, 2017",2012-10-13,2012,10,13,6.1431577,46.2043907,Genève,Switzerland
"Lalibela 1000, Ethiopia",A must see,"Lagos, Nigeria","December 22, 2017",2012-10-10,2012,10,10,3.3792057,6.5243793,Lagos,Nigeria
"Lalibela 1000, Ethiopia",The higlight of the Church Tour,"Hong Kong, China","December 22, 2017",2012-10-09,2012,10,9,114.109497,22.396428,NA,Hong Kong
"Lalibela 1000, Ethiopia",Well worth visiting,"Hong Kong, China","December 22, 2017",2012-10-09,2012,10,9,114.109497,22.396428,NA,Hong Kong
"Lalibela 1000, Ethiopia",Very special,"Rehovot, Israel","December 22, 2017",2012-10-04,2012,10,4,34.811272,31.892773,Rehovot,Israel
"Lalibela 1000, Ethiopia",Most famous,"Santa Fe, New Mexico","December 22, 2017",2012-10-01,2012,10,1,-105.937799,35.6869752,Santa Fe,United States
"Lalibela 1000, Ethiopia",Unique experience,"Santa Fe, New Mexico","December 22, 2017",2012-10-01,2012,10,1,-105.937799,35.6869752,Santa Fe,United States
"Lalibela 1000, Ethiopia","Unforgettable,","Melbourne, Australia","December 22, 2017",2012-09-30,2012,9,30,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia",Beautiful and full of history!,"Lisbon, Portugal","December 22, 2017",2012-09-26,2012,9,26,-9.1393366,38.7222524,Lisboa,Portugal
"Lalibela 1000, Ethiopia",Totaly breathtaking,"Malmo, Sweden","December 22, 2017",2012-09-13,2012,9,13,13.003822,55.604981,Malmö,Sweden
"Lalibela 1000, Ethiopia",Astounding!,"Dhaka City, Bangladesh","December 22, 2017",2012-08-29,2012,8,29,90.4125181,23.810332,Dhaka,Bangladesh
"Lalibela 1000, Ethiopia",Getting transported back in time in Lalibela's Churches,"New Delhi, India","December 22, 2017",2012-08-28,2012,8,28,77.2090212,28.6139391,New Delhi,India
"Lalibela 1000, Ethiopia",Living History,Saudi Arabia,"December 22, 2017",2012-08-26,2012,8,26,45.079162,23.885942,NA,Saudi Arabia
"Lalibela 1000, Ethiopia",Nothing that I have seen before,Laos,"December 22, 2017",2012-08-21,2012,8,21,102.495496,19.85627,NA,Laos
"Lalibela 1000, Ethiopia",The most impressive church,"Addis Ababa, Ethiopia","December 22, 2017",2012-08-16,2012,8,16,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Astonishing,"Addis Ababa, Ethiopia","December 22, 2017",2012-08-16,2012,8,16,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",It is a must!,"Salamanca, Spain","December 22, 2017",2012-08-03,2012,8,3,-5.663539699999999,40.9701039,Salamanca,Spain
"Lalibela 1000, Ethiopia",Worth Seeing but Beware of Scams,"Berkeley,CA","December 22, 2017",2012-07-30,2012,7,30,-122.272747,37.8715926,Berkeley,United States
"Lalibela 1000, Ethiopia",Typical evidence of early advancement of Ethiopia,"Addis Ababa, Ethiopia","December 22, 2017",2012-07-27,2012,7,27,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Charming Stone-hewn Churches,"Pipestone, Minnesota","December 22, 2017",2012-07-15,2012,7,15,-96.3128117,43.9985815,Pipestone,United States
"Lalibela 1000, Ethiopia",Wonder of the word,"Boras, Sweden","December 22, 2017",2012-07-06,2012,7,6,12.939819,57.72103500000001,Borås,Sweden
"Lalibela 1000, Ethiopia","Impressive architecture, gentle people. A must see. Go with a trusted guide, or you will miss out on the history.","Bern, Switzerland","December 22, 2017",2012-06-24,2012,6,24,7.4474468,46.9479739,Bern,Switzerland
"Lalibela 1000, Ethiopia",Obviously a must-see in Lalibela!,"Westcliff-on-Sea, United Kingdom","December 22, 2017",2012-06-08,2012,6,8,0.696966,51.53587899999999,Southend-on-Sea,United Kingdom
"Lalibela 1000, Ethiopia",Truly fantastic,"Aberdeen, United Kingdom","December 22, 2017",2012-06-05,2012,6,5,-2.094278,57.149717,Aberdeen,United Kingdom
"Lalibela 1000, Ethiopia",Essential,"London, United Kingdom","December 22, 2017",2012-05-29,2012,5,29,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",A must see if you're ever in Ethiopia,"Ottawa, Canada","December 22, 2017",2012-05-29,2012,5,29,-75.69719309999999,45.4215296,Ottawa,Canada
"Lalibela 1000, Ethiopia",Amazing!,Hong Kong,"December 22, 2017",2012-05-04,2012,5,4,114.109497,22.396428,NA,Hong Kong
"Lalibela 1000, Ethiopia",An unknown wonder of the world,"London, United Kingdom","December 22, 2017",2012-05-04,2012,5,4,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",A Must See,"Sydney, Australia","December 22, 2017",2012-05-02,2012,5,2,151.2092955,-33.8688197,Sydney,Australia
"Lalibela 1000, Ethiopia",Amazing,"Pamukkale, Turkey","December 22, 2017",2012-04-25,2012,4,25,29.1187097,37.9136957,NA,Turkey
"Lalibela 1000, Ethiopia",our name is angelo and giuliana,"Addis Ababa, Ethiopia","December 22, 2017",2012-04-23,2012,4,23,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",A wonderful after thought after the two main complexes,"Blaine, WA","December 22, 2017",2012-04-15,2012,4,15,-122.7471191,48.993723,Blaine,United States
"Lalibela 1000, Ethiopia",The Churches are great the People are greater,"Blaine, WA","December 22, 2017",2012-04-15,2012,4,15,-122.7471191,48.993723,Blaine,United States
"Lalibela 1000, Ethiopia","""Must see"" historical sites",North London,"December 22, 2017",2012-04-06,2012,4,6,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",visiting the bete girgis,"Addis Ababa, Ethiopia","December 22, 2017",2012-04-04,2012,4,4,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",you should visit lalibela when you are in ethiopia,"Addis Ababa, Ethiopia","December 22, 2017",2012-04-04,2012,4,4,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia","""the Petra of Ethiopia""","Gonder, Ethiopia","December 22, 2017",2012-03-18,2012,3,18,37.4521319,12.6030181,Gondar,Ethiopia
"Lalibela 1000, Ethiopia","Wonderful rock churches of Lalibela , Ethiopia","Addis Ababa, Ethiopia","December 22, 2017",2012-03-17,2012,3,17,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",best hotel ethiopia,Ethiopia,"December 22, 2017",2012-03-12,2012,3,12,40.489673,9.145000000000001,NA,Ethiopia
"Lalibela 1000, Ethiopia",Rock Churches,London,"December 22, 2017",2012-03-05,2012,3,5,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia","Magnificent architecture, a lot of history.","Chicago, Illinois","December 22, 2017",2012-03-05,2012,3,5,-87.6297982,41.8781136,Chicago,United States
"Lalibela 1000, Ethiopia",Totally phenomenal,Addis Ababa,"December 22, 2017",2012-02-24,2012,2,24,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Lovely churches; very busy during Ethiopian Xmas,Addis Ababa,"December 22, 2017",2012-02-24,2012,2,24,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Definitely worth seeing,"Farnham, United Kingdom","December 22, 2017",2012-02-19,2012,2,19,-0.798802,51.214321,Farnham,United Kingdom
"Lalibela 1000, Ethiopia",A Lesson in History and Archaeology,"Kent, United Kingdom","December 22, 2017",2012-02-11,2012,2,11,0.5217254000000001,51.2787075,Maidstone,United Kingdom
"Lalibela 1000, Ethiopia",The main reason why I travelled to Ethiopia,"Dublin, Ireland","December 22, 2017",2012-02-10,2012,2,10,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",A must-see masterpiece....symbol of Ethiopia,"Dublin, Ireland","December 22, 2017",2012-02-10,2012,2,10,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",The famous one!,Athens,"December 22, 2017",2012-01-26,2012,1,26,23.7275388,37.9838096,Athina,Greece
"Lalibela 1000, Ethiopia","Lalibela: A Blessed Place, Very Spiritual!",Athens,"December 22, 2017",2012-01-26,2012,1,26,23.7275388,37.9838096,Athina,Greece
"Lalibela 1000, Ethiopia",amazing archtecture,"Brussels, Belgium","December 22, 2017",2012-01-25,2012,1,25,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",special architecture,"Brussels, Belgium","December 22, 2017",2012-01-25,2012,1,25,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",You'll feel like in a scene of the Bible,"Brindisi, Italy","December 22, 2017",2012-01-11,2012,1,11,17.9417616,40.6327278,Brindisi,Italy
"Lalibela 1000, Ethiopia",st. lalibela,"Lalibela, Ethiopia","December 22, 2017",2012-01-10,2012,1,10,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",it is really very amazing!!!,"Lalibela, Ethiopia","December 22, 2017",2012-01-10,2012,1,10,39.0476298,12.0308987,Lalibela,Ethiopia
"Lalibela 1000, Ethiopia",We became part of the local crowd,Highlands of Scotland,"December 22, 2017",2012-01-05,2012,1,5,-2.775336,57.0774553,Aboyne,United Kingdom
"Lalibela 1000, Ethiopia",the best of the best,Minervois,"December 22, 2017",2011-12-10,2011,12,10,2.8270209,43.287537,Pouzols-Minervois,France
"Lalibela 1000, Ethiopia",better than you can imagine,Minervois,"December 22, 2017",2011-12-10,2011,12,10,2.8270209,43.287537,Pouzols-Minervois,France
"Lalibela 1000, Ethiopia",Astonishing!,"Philadelphia, Pennsylvania","December 22, 2017",2011-12-02,2011,12,2,-75.1652215,39.9525839,Philadelphia,United States
"Lalibela 1000, Ethiopia",The most unusual church,"Brussels, Belgium","December 22, 2017",2011-12-01,2011,12,1,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",They have to be seen,"Brussels, Belgium","December 22, 2017",2011-12-01,2011,12,1,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",Amazing,"Clifton, Virginia","December 22, 2017",2011-11-28,2011,11,28,-77.3866535,38.7801142,Clifton,United States
"Lalibela 1000, Ethiopia",Very good choice,"Clifton, Virginia","December 22, 2017",2011-11-28,2011,11,28,-77.3866535,38.7801142,Clifton,United States
"Lalibela 1000, Ethiopia",Awesome,"London, United Kingdom","December 22, 2017",2011-11-15,2011,11,15,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",glorious exterior,"Aiken, South Carolina","December 22, 2017",2011-11-13,2011,11,13,-81.7195533,33.5604168,Aiken,United States
"Lalibela 1000, Ethiopia",a moving experience,"Aiken, South Carolina","December 22, 2017",2011-11-13,2011,11,13,-81.7195533,33.5604168,Aiken,United States
"Lalibela 1000, Ethiopia",the true wonder of the world,"Lodz, Poland","December 22, 2017",2011-10-24,2011,10,24,19.4559833,51.7592485,Łódź,Poland
"Lalibela 1000, Ethiopia",Stunning,london,"December 22, 2017",2011-10-24,2011,10,24,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",So amazing!,london,"December 22, 2017",2011-10-24,2011,10,24,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Don't miss Bet Giyorgis and try to get a good guide,Adelaide,"December 22, 2017",2011-10-14,2011,10,14,138.6007456,-34.9284989,Adelaide,Australia
